tmpd,dptp,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
69,64,13.7125,25.16666667,32.6178442,11.82765152
72,58.1,14.2,25.5,36.79438406,17.68333333
75,64.5,18.1,36.5,33.1995224,25.79545455
77,63.4,11.51428571,23,32.65727932,18.29265873
73,60.1,9.9,16,26.87121212,11.90277778
73,57.7,14.4,21.5,22.68560606,19.3125
77,63.4,12.9,29.28571429,23.81488801,22.92487374
66,54.3,4.8,17,21.26276351,7.064512882
63,53.9,5.35,11.5,19.41328303,11.02112154
67,56.3,10.25,36,17.38783088,22.22916667
67,51.1,9.1,19.5,16.58599191,20.15985162
63,53.9,6.9,16.5,17.15530303,13.59375
63,49.7,5.757142857,13.71428571,17.59469697,11.54513889
66,53.6,12.1,24,29.72891963,17.41666667
69,56.7,17.9,37,30.77923254,30.22750604
73,60.8,26.2625,62,35.88249341,29.76906566
77,65.8,33,59,32.03096179,32.36489899
74,65.5,20.15,30,32.23434693,24.69233092
73,65.9,19.9625,27.28571429,48.20833333,10.17013889
71,67.1,25.3,20.5,35.31307642,11.02687198
70,66.2,17.5,24.5,17.7862768,24.4375
73,67.2,15.77142857,31.5,18.03612708,26.37299771
76,64.6,12.3,34,26.08036891,15.89925572
63,54.5,3.1,5.5,27.65563241,9.829861111
67,53.8,11.01428571,27.2,22.74209486,25.18402778
67,61.3,17.7,33.5,23.53598485,25.15625
78,70.6,22.9,32,30.5073052,15.0625
76,66.5,13.4125,22,18.42777257,20.6794733
77,69.4,10.3,30,20.75658762,21.79026052
79,67,13.1,38.5,25.81038753,19.15214647
74,62.3,13.1125,26.2,22.85564888,22.29861111
71,60.8,11.8,23.5,17.58333333,20.02420635
71,61,12.6,25.5,23.50568182,22.27083333
74,62.5,13.5625,23,25.9375,22.10416667
76,67.9,28.4,50,30.88860941,25.59059343
82,68.8,29,53.5,38.96823017,21.00505051
70,54.9,6.0125,17.5,21.22496706,12.20244565
68,62.3,13.6,22,21.56271175,19.48977273
67,59.5,8.3,12.5,22.84654599,14.86805556
64,56,9.4875,19.5,17.39583333,12.79513889
65,54,8.7,11.5,27.83712121,12.97916667
67,56.3,19.1,27.5,29.00494071,23.15972222
76,67.6,29.825,41.16666667,28.75354084,26.78572247
76,69,27.6,46.5,28.41230237,24.11805556
71,58.5,20.6,29.5,25.22067014,21.80767196
70,59,24.9375,53.5,23.86594203,36.17481884
73,64.6,33.1,48,29.87689394,23.86458333
72,64.3,15.5,18.5,41.79356061,7.295591787
75,64.2,23.6875,37.28571429,31.25189394,20.61111111
77,68.7,33.7,44.5,28.35202569,18.81691919
77,70.6,41.7,59,29.67885376,19.30298913
80,68.2,34.65,56.5,35.47077295,30.7990942
80,69,31.3,57.5,40.81927583,32.7
79,67.3,15.6,31.5,37.38657407,20.30833333
77,66.8,18.77142857,33.71428571,36.28240741,16.92083333
66,55.1,4.9,9,24.40972222,6.158333333
63,45.2,3.9,12.5,29.87365503,10.99340062
61,48.4,13.5625,30.5,24.77735507,24.05802042
74,60.5,20.4,48,26.02708333,29.43583333
75,66.8,20.2,42,14.95144928,29.66919192
76,67.4,17.75,26.71428571,18.23958333,17.6875
78,70.5,13.4,20,13.82916667,13.57291667
75,67.9,15.55,37,20.0946558,19.39614899
63,52.9,7.642857143,16.5,17.41666667,20.19301471
63,49.7,13.7,41.5,11.55615942,35.01876294
65,52.5,8.75,23.5,18.6069664,27.32638889
56,40.1,5.25,13.14285714,12.65909091,19.97780797
56,41,6.9,14.5,13.82007576,23.79166667
68,47.7,10.9,25,27.94532279,22.97222222
69,53.2,18.07142857,57,23.71096838,41.39794686
75,51.1,17.4,69.5,39.62365253,30.53282828
58,53,10.9,21.5,9.227025692,23.49456522
54,40.5,6.3125,17,14.84802072,18.93914141
58,51.3,15,27,7.407855731,26.13692633
63,58.2,13.1,13.5,12.35935441,16.83997585
53,46.2,3.875,4.5,22.50757576,8.208333333
49,40.2,6.6,7,17.20750988,15.48851873
56,41.2,12.3,28.5,10.17036471,31.64078283
59,46.6,9.925,22,15.37812912,21.72463768
55,41.1,8.8,16,15.24869745,17.53532609
61,42.1,11.6,37.5,10.21785244,28.96291173
65,48.1,16.15,47.5,24,22.92
72,50.7,21.5,65,47.09275362,15.03804348
69,53.8,17.1,46,29.19393939,23.2969697
59,49.7,14.2375,30,14.37901845,20.65009881
57,47.1,4.8,10,27.5807971,12.10797101
52,48.2,8.1,13.5,16.84990942,18.21017787
41,29.4,8.3875,14.5,14.41543972,19.39492754
40,26.7,5.3,13,10.84601449,15.85
39,26.6,4.6,8,12.42708333,16.37017544
44,25.9,10.36666667,18.28571429,7.80634058,29.33152174
49,27,17.4,33.5,7.659700264,31.5395304
53,30.2,16,52.5,8.775,39.41904762
58,36.3,16.1,79,20.06726779,39.75795455
66,39.6,17.9,81,29.01331522,32.54166667
67,49.3,19.4,54.5,24.92291667,31.04166667
55,47.6,11.42857143,19.57142857,17.05208333,17.52916667
51,46.6,14.8,27,15.56956522,19.8057971
52,45.5,19.7,28.5,10.01420455,26.25595238
54,45.7,23.82857143,57.5,9.268478261,37.99318182
62,47.3,14.45,45.5,12.80111166,35.74474638
66,49.1,18.2,57,22.83709651,35.10357143
58,50.3,19.77142857,39,20.65625,22.89166667
59,51.8,26.05,35,11.64148551,24.2826087
65,60.5,39.8,55.5,3.151515152,37.19166667
63,60.3,34.18571429,31.5,10.17436594,22.91666667
62,57.9,26.4,33,11.79384058,23.86007905
68,58.3,41.4,65.5,18.04538044,32.05543478
61,53.4,21.21428571,29.71428571,15.2509058,19.82631579
50,41.4,4,8.5,23.34375,10.28333333
46,36.8,10.9,23.5,16.375,17.02916667
50,32.7,12.41428571,24,11.06648551,28.00833333
59,37.6,13.85,36.5,5.456974638,30.64166667
63,44.6,18.95,38.5,7.847222222,32.23464912
55,48.6,20.54285714,31.66666667,5.680555556,26.63768116
48,34.8,9.35,30,7.441425121,25.87134387
46,31.4,11.25,28.5,6.719202899,28.34963768
46,31,12.07142857,26,14.30808081,24.69447415
49,38,15.65,30,18.61292271,19.18229167
49,41.9,12.25,13.5,4.861714976,16.0099226
40,31.5,10.1,17.71428571,3.006038647,21.73958333
39,37,8.3,10.5,4.856280193,17.02513587
37,31.6,17.05,17.5,3.569444444,19.75
38,32.1,18.625,22,4.930555556,21.98958333
45,37.3,16.5,14.5,5.736111111,17.578125
32,26.4,10.86666667,13.57142857,7,16.30587121
36,29.2,14.85,26.5,4.904589372,18.32798913
30,20.8,13.11428571,15,8.349033816,19.90262681
27,18.3,15.5,27,12.22222222,15.94882246
30,22,10.9,17.5,11.20833333,16.79166667
24,17.9,10.025,20.42857143,10.21590909,16.13210227
19,8,11,24,10.72222222,25.37896825
22,11,24.7,30,4.791666667,32.47916667
29,17,26.6,33,4.291666667,34.21875
32,19.2,28.2,34,3.788647343,33.38405797
38,32.6,17.75,28,7.375,24.78645833
39,36.6,20.01428571,23.28571429,1.041666667,19.01041667
34,30.5,41.7,40.5,1.138888889,19.36005435
34,29.7,20.45,28.5,2.694444444,23.16666667
35,33.1,19.3625,21,1.319444444,22.30397727
34,30.7,16.75,16.5,4.871212121,23.85122283
34,24.8,3.95,7,21.16666667,17.86666667
31,21.6,3.914285714,6.428571429,27.70833333,15.525
28,19.3,13.2,16,6.138888889,31.40984849
32,24,18.05,30.5,6.125,21.11439394
21,2.8,7.36,18,13.2071256,22.97173913
15,8,18.1,23,4.833333333,25.43647186
25,23.5,27.6,26.5,1.774154589,25.32121212
18,11.8,20.2625,30,7.069444444,27.61666667
16,13.1,26.5,37.5,3.194444444,35.25833333
30,24.8,24.45,27,2.444444444,23.125
23,21.2,7.86,14,15.56944444,18.48333333
4,0.3,25.1,28,8.236111111,32.11666667
8,7.9,23.4,37,3.933574879,34.74524354
17,17.1,29.575,33.57142857,2.652777778,41.78333333
17,17.4,39.65,39,1.463164251,35.46884058
25,27,20.55,16.5,1.208333333,26.04166667
8,0.6,12.95714286,18.5,13.41666667,16.11666667
8,3.5,24.75,27.5,3.604166667,33.525
14,9.2,14.15,25.5,6.791666667,35.13313571
6,4.7,24.15714286,38.57142857,3.16576087,39.00877193
6,0.1,19.3,35,10.92391304,24.34913044
-1,-7.1,16.7,24.5,7.791666667,30.88804348
8,5.1,23.23333333,33,4.604166667,35.16086957
5,-1.4,21.7,35.5,8.979166667,31.76666667
5,-1.7,18.25,40.5,4.5,41.8
11,9.2,20.1,25.83333333,6.9375,36.85
12,7.6,27.25,38,5.083333333,33.02246377
13,9,21.55,31.5,7.270833333,36.12577405
21,16.9,17.36666667,23,11.70833333,33.30378788
27,23,6.2,8.5,17.14583333,23.91666667
16,16.3,14.45,10.5,12.85416667,30.04166667
15,9.9,18.63333333,28.2,7.270833333,37.04166667
12,6.1,27.1,26,4.975378788,43.00446429
18,18.3,27.2,30,5.916666667,31.8125
25,21.3,25,25,7.625,30.75
29,23.7,11.05,24,9.27807971,31.32859849
25,19.4,18.4,22,6,33.23958333
28,22.8,15.76666667,21.8,8.625,27.75
19,13,7.5,17,7.979166667,34.47916667
26,19.1,26.65,31,4.75,35.72159091
29,23.7,37.45,36,2.197463768,42.04199017
30,29.3,41.1,35,1.862318841,40.52853261
34,31.6,30.3,31.83333333,4.583333333,27.63541667
34,33.9,28,22,0.5,26.1875
33,31.4,19.2,13.5,1.583333333,17.51041667
29,25,23.58,15,4.25,23.96458333
23,19.3,27.4,30,4.4375,30.49553571
25,20.6,34.7,43,4.382246377,31.30298913
22,17.8,18.1375,26,8.046195652,27.96875
18,9.9,12.65,20,10.625,29.4375
17,10.5,30.6,34,5.145833333,30.90625
18,14.6,49.47142857,68,3.125,43.67708333
28,22.7,45.7,45,3.1875,36.79204546
22,16.6,19.1,31,8.153409091,33.66786067
19,11,16.5,28.5,7.158514493,34.68201754
26,21.7,24,34,4.625,28.77083333
21,12.5,11.95,14.5,19.0625,21.78125
22,15.2,23.45714286,29,7.458333333,30.61458333
36,33,26.8,31,4.852272727,29.04274892
36,33.6,17.15,11,6.25,34.38541667
31,29,24.06666667,24.33333333,4.999094203,26.03787879
18,15.3,21.7,29,10.64583333,28.4837344
5,-1.7,22,32.5,10.47916667,25.06521739
20,16.4,17.175,25.5,5.083333333,23.8125
30,29,26.75,18,4.583333333,28.60416667
29,24.4,32.95,35,5.456521739,28.08806818
28,25.3,30.17142857,36.5,5.863224638,33.99166667
26,24.7,47.5,34,4.729166667,38.59875541
44,42.2,39.5,44.5,5.1875,35.25905797
37,35.9,12.74,22.5,14.875,23.89039855
16,7.2,10.45,16.5,15.86397059,25.05797101
19,12.4,12.85,19,14.07440476,23.75189394
29,23.2,22.5375,29,6.145833333,26.69791667
35,29.7,37.3,34,7.173913044,29.54791667
33,31.1,22.8,18.5,10.1875,22.18287102
29,23.9,15.07142857,12,23.85416667,18.55932971
23,17.3,20.35,23,16.5625,28.98233696
13,0.3,10.1,11,16.97916667,19.64628623
18,6.1,9.475,16.4,17.5,18.875
35,26.2,22.8,64,10.5,22.81929348
27,17.1,28.65,30,18.75,30.5014881
15,-0.9,8.5375,16,23.19565217,20.68161232
23,18.6,20.3,21.5,13.41666667,23.71875
24,14.8,18.1,23.5,25.41666667,24.23554842
43,35.7,28.675,31.5,9.5625,21.09375
42,29.1,10,12,25.27083333,11.61458333
31,22,22.1,21,18.72826087,28.45425725
23,8.2,9.983333333,11,19.55871212,24.55492424
20,2,6.8,18,15.2826087,26.47916667
31,15.5,7.2,27,14.875,25.76988636
35,29,30.05714286,35,7.520833333,30.25
36,25.1,47.4,49.5,6.1875,48.71875
30,21,11.3,14.5,23,20.65398551
23,11.6,7.371428571,22.5,19.35416667,20.29734849
28,17.1,5.7,20,15.51902174,28.53849638
33,19.2,15.3,31,17.29166667,28.93055556
31,21.7,16.55714286,25,22.29464286,27.1161859
31,18,10.2,19.5,13.625,32.74728261
34,25,22.95,45.5,16.83333333,33.17708333
33,23.5,10.72857143,9,29.125,14.01041667
40,34.2,24.7,31.5,10.35416667,25.34564394
37,29.7,24.3,18.5,22.89583333,21.28787879
38,32.9,15,20,14.39130435,32.67391304
39,35.7,20.05,17,20.23611111,21.22916667
32,30,14.6,7,33.27777778,16.85416667
32,24.5,7.54,6,30.30555556,21.72192029
32,21.5,11.5,16.5,25.08333333,30.89583333
36,23.1,16.15,23,24.92550505,35.27083333
38,25.2,15.95,28.83333333,27.97161836,32.84556159
41,26.6,22.9,34.5,25.99577295,36.21577381
42,33.4,36.05,39,18.15277778,41.73991228
42,30.7,27.2,32.5,21.27777778,26.67708333
29,12.6,11.65,20.5,28.52777778,15.1875
22,7.8,8.2,24,20.84722222,14.02083333
25,11.1,10.025,16.33333333,14.79166667,22.67874396
32,18.8,14.3,20.5,16.72041063,31.55208333
36,22.2,25.2,45,19.3544686,35.20833333
41,32.1,34.575,37,21.37368248,30.94444444
42,31.9,40.3,49,26.56944444,28.30555556
46,34.9,38.4,44.5,21.61111111,25.94444444
40,24.4,10.68571429,13.66666667,25.79583333,22.02777778
45,27.2,21.75,37.5,15.5780303,39.54166667
41,32.5,20.55,17,37.99855073,19.93611111
42,30.9,27.5875,31,28.775,28.48809524
48,37.4,30.4,55,16.02336957,39.26388889
53,51.6,38.9,39,11.90984849,25.02083333
64,48.8,14.2375,43.83333333,32.40416667,17.61458333
61,41.7,10.5,22.5,34.48333333,19.51041667
52,43.3,11,22.5,26.87137681,22.01856884
47,43.8,25.575,24.5,13.95181159,20.80965909
64,58,16.4,24,15.67844203,20.88541667
57,40.4,5.9,38,30.68074769,14.51028139
48,36.4,9.075,24.66666667,20.61666667,27.51041667
52,35.1,15.4,26,25.55416667,31.59185606
49,39.5,8.1,21.5,39.86666667,15.96875
36,24,8.028571429,17,26.26775362,18.40625
38,24,6.95,14.5,29.65797101,21.90367965
41,24.4,16.4,33,16.32952899,41.64039855
51,31.7,13.2,37.4,28.25434783,32.46590909
64,54.5,17.3,56,34.23333333,21.54166667
69,58.8,13.6,44.5,29.225,15.14583333
65,55.5,13.82857143,30,23.55833333,17.48958333
58,50.2,10.85,53,25.73550725,13.39356884
52,31.1,10.4,21,27.95363966,25.51041667
51,38.3,13.15714286,25.4,19.15978261,37.82356367
61,43.3,11.8,63.5,31.22511528,28.85863095
52,32.5,7.9,17,35.89927536,21.89583333
53,35.8,10.52857143,18.5,29.23333333,24.4375
61,34.5,10.4,28,35.325,22.98958333
68,45.3,17.7,65.5,36.85869565,33.03125
73,53.2,20.41428571,59.66666667,42.82009223,23.7152915
73,53.4,19.6,89.5,36.70036232,24.25
72,52.6,22.7,97.5,42.22028986,27.88636364
55,46.2,8.7875,17,33.52028986,20.69248188
58,46.3,8.1,18,30.7625,14.14583333
65,48.4,14.4,32.5,32.77083333,19.16666667
60,54.1,15.45,27.33333333,18.77880435,26.79166667
62,45.3,7.3,51.5,26.47626812,27.58333333
67,46.1,10.7,59,36.85368907,29.29356061
70,55.8,15.875,68,36.12192029,28.09469697
54,50.2,6.25,16,21.12844203,16.8
48,33.3,5.3,7.5,31.15688406,13.71702899
53,33,13.3875,31,22.975,28.325
54,46.3,10.4,42,20.00225626,34.99166667
72,62.5,17.1,43,30.13351449,29.47934783
77,62.4,25.35,41,33.36417984,27.70540185
74,61.7,21.9,46,24.32998188,40.90781846
65,40,9.9,20.5,37.37735507,18.36177536
61,41.4,8,21.5,36.17083333,19.8
63,48.6,11.9,23.5,41.00054348,20.57355073
62,56.9,13.6,23.5,24.21775362,19.95833333
53,42.2,6.6125,25,20.56086957,17.89818841
54,43.5,9.5,26,12.6213627,28.86807359
51,45.9,13.2,16.5,14.10758857,26.70416667
51,44.7,14.9,20.33333333,11.63607085,27.94927536
48,44.3,12.7,13.5,19.44706119,18.7115942
55,49.2,14.9,21,25.25322061,20.3
59,51.8,20.6375,23.5,22.58796296,26.35833333
53,43.6,7.8,11.5,20.62268519,23.25297619
53,35.1,4.8,11.5,27.71855334,18.03805995
53,44.9,13.27142857,26,22.49402174,21.69710145
57,49.5,11.2,15.5,24.21447629,23.09963768
53,48,6.25,8.5,22.77083333,15.125
52,44.5,4.825,5,15.425,9.670833333
51,44,6.1,8.5,19.5875,11.46757246
53,51.7,18.8,19,12.00063406,20.2625
57,54.4,29.175,35.33333333,15.47228261,21.53618954
59,53.2,16.1,21.5,22.37916667,25.09583333
61,51.6,15.3,29,21.81594203,32.78731884
66,55.7,17.4875,43.5,29.42916667,35.51666667
74,62,18.2,35.5,42.85416667,16.26666667
76,66.2,23.2,50,34.75471015,29.73409091
75,65.6,16.2375,34.33333333,37.98487319,29.325
80,69.5,36.3,61,51.81983696,29.81376812
80,68.5,30.1,57.5,41.34280303,21.40833333
70,62.1,9.1875,25,19.97318841,24.13333333
71,57.5,7.8,24,32.61666667,21.625
71,55.4,11.3,27,34.62291667,25.81666667
78,61.4,13.45,36.5,48.32472826,21.87862319
75,61.5,13.7,39.5,46.47704216,18.46992754
70,52.9,14.65,19,30.08125,24.92905844
62,54.9,16.6625,22.5,23.38561077,28.53716356
60,54.3,14.2,20,20.4875,20.26666667
62,52.8,13.55,21,19.54166667,24.56666667
66,55,21.37142857,30.16666667,34.19583333,30.38333333
72,58.9,21.85,45.5,39.36548913,33.60833333
74,57.9,24.8,43,42.68153821,36.14927536
75,61.1,31.3,57.5,42.11014493,37.22210145
75,62.9,41.3,66,42.95833333,36.94
77,63.9,38.85,70.5,42.54583333,35.09855073
78,64.9,30.175,45.66666667,46.94583333,21.81666667
64,52,7.2,16,22.73958333,8.65
62,42.7,6.6,20.5,21.40625,17.64166667
72,63.3,9.371428571,26,20.2451087,26.37132505
78,58.8,19,27.5,30.98333333,20.86666667
64,49.2,6.7,19.5,22.01902174,14.28333333
66,49.7,10.2625,22,26.06222826,24.90289855
74,71.8,18.15,34.5,28.01431159,20.16666667
79,63.2,14.3,26,23.09661836,24.18333333
79,67.4,22.6,36.5,27.06445158,31.74242424
81,61.2,17,35.5,33.70471015,27.34404762
69,51.7,5.45,10,24.96458333,13.83863636
69,53.4,8.157142857,20.2,18.03182642,21.22234849
68,50.9,7.6,20,16.1972332,22.0776087
74,50.4,11.1,30.5,28.5125,27.675
74,57.2,19.97142857,47.5,38.2875,30.83333333
75,60.5,26.1,58,40.89311594,34.44448052
79,70,39,67.5,41.86742424,33.03863636
78,72.9,31.14285714,47.8,26.65728755,25.62437418
77,73,28.5,42,32.78177609,29.46231884
82,72.2,32.3,58.5,33.00380435,33.675
83,73.4,21.98571429,39.5,30.44166667,30.29166667
82,72,19.3,25.5,29.3125,29.60833333
83,75.1,20.6,34,21.03331321,32.02083333
79,71.8,15.7125,32.4,33.29791667,25.05
71,67.5,10.4,20.5,30.72898551,16.48387255
73,62.9,9.2,11,27.95268445,12.1969697
71,58.4,10.9125,25,30.58043478,18.83333333
72,66.2,26.3,37.5,27.74545455,30.52727273
78,70.3,27.4,37.5,37.43541667,17.98333333
80,69.9,29.5125,48.16666667,41.08731884,23.325
83,73.1,27.1,45,42.14521222,26.91893939
84,72.9,43.7,81.5,45.17735507,27.4423913
79,73.7,15.08571429,38.5,22.36354814,33.08777997
75,70.5,15.2,23,26.98387681,21.96304348
76,63.8,10.3,20,23.43958333,21.10833333
76,68.5,21.8375,32.5,37.84800725,30.05833333
81,68.1,22.7,50,32.35163044,33.075
85,73.7,27.15,40.5,39.59664855,28.74166667
85,72.6,38.8375,70,37.98046815,27.62743271
84,72.6,38.2,66,36.73245224,26.46742424
70,59.9,6.35,13.5,23.50748792,13.81762422
69,56,5.7375,16.66666667,22.48541667,14.36666667
72,59.3,13.8,27,28.32771739,24.21666667
67,58.6,7.75,18,25.90208333,15.6125
66,52.1,6.8875,16.5,21.69384058,19.5192029
67,56,16.3,38.5,22.3541749,38.01309524
68,63.7,21.6,31,21.57714098,25.84166667
70,55.6,8.9875,20.5,15.37717391,21.83452381
66,61,10.8,22,12.29583333,29.475
68,59.9,7.2,16.5,23.03541667,12.5375
69,55.8,10.5125,36,12.11666667,20.87083333
72,59.7,19.9,48,17.93903986,27.9375
77,68.1,21.4,44,23.02717391,29.38214286
72,67.7,22,30.5,29.85545125,19.11174242
74,67.7,28.85,38,37.21571146,19.30378788
74,70.2,19.55,26,20.63333333,22.96666667
75,65.1,11.975,24.5,26.63888889,21.43333333
74,65.2,17.1,39.5,19.69826892,32.70833333
68,57.3,11.3,24.5,19.07659933,18.5625
69,57.7,15.175,32.8,22.83655395,25.85772633
77,65.1,16.6,36.5,29.16504917,28.27414361
68,59.9,6.1,21.5,18.85842391,16.20681818
60,49.8,4.6625,14,25.58125,11.325
64,55,11.65,27,21.05416667,26.19166667
74,63,18.05,37,34.02291667,19.99166667
67,57.8,5.65,14.6,22.18804348,13.19583333
66,58.5,8.95,31.5,23.65163044,22.01628788
73,63.5,20.4,43,32.72732213,29.40408432
78,69.5,12.475,20,20.80217391,16.99311594
72,65.1,10,30.5,28.12916667,15.3
64,60.9,8.1,21,11.1875,19.275
65,50.6,7.171428571,19.4,12.96352108,22.30833333
64,54.9,13.6,28,15.59981884,31.8365942
69,56.8,14.4,51.5,26.43994565,34.84891304
63,51.6,5.1125,15.5,23.34619565,9.831884058
59,43.8,3.8,15,22.22882082,12.11175889
58,46.8,9.1,21,18.46458333,18.28712121
60,49.3,16.48571429,30.83333333,24.06458333,21.39583333
59,54.3,24.8,38.5,13.0634058,38.225
62,58.3,27.5,34.5,34.80923913,23.72318841
62,59.9,16,17,17.11539855,20.86814418
63,54.6,16.9,55,14.94981884,26.93706004
62,58.5,13.7,28.5,10.09384058,26.69384058
63,54.4,14.425,24.83333333,14.57291667,27.175
58,54.5,11,21.5,14.65416667,18.17083333
50,38.2,3.2,11,15.00209157,16.82529644
49,34.4,5.414285714,15.5,13.77282609,23.9375
60,40.2,6,20.5,15.61382301,25.30862573
54,44.9,6,17,15.79990942,23.6875
54,47.4,5.442857143,11.16666667,15.34981884,15.90530303
56,48.8,9.5,17,13.79375,20.91666667
58,49.7,16.7,37.5,11.80833333,31.9375
64,52.7,18.075,62,12.43940649,43.91220238
64,53.7,19.4,74.5,23.33747804,40.21590909
66,51.5,16.2,66.5,35.48601047,21.47697368
55,48.7,12.725,23.5,6.453703704,24.86458333
46,40.6,8.7,18.5,5.285490777,25.11458333
40,27.9,7.2,25.5,10.65972222,20.09375
41,27.6,12.2875,24,12.09953704,24.83333333
52,37.9,10.7,30.5,18.07789855,23.02400362
65,47.6,14.7,52,29.40046296,21.16856061
60,56.6,14.92857143,25.66666667,17.16203704,19.04829546
58,47.1,9.4,36,12.6797504,27.77746212
56,52.3,9.5,30.5,9.583333333,24.59375
60,57.2,11.24285714,26.5,7.872685185,21.16666667
53,43.3,5.8,12,13.97222222,13.58333333
47,38.1,6.4,32.5,6.045454546,18.65625
45,35.1,6.314285714,11.4,7.996212121,20.00271739
42,28.6,7.05,41,8.631642512,27.35606061
51,34.7,7.8,68.5,13.36300505,27.49637681
53,35.4,8.314285714,39.5,10.5034219,31.25
56,39.3,10.1,58.5,13.12037037,33.65625
59,46.2,16.3,44.5,17.11805556,25.13541667
56,53.3,21.57142857,35.5,10.45337432,29.07291667
62,57.7,15.4,44,11.33313205,27.31534091
52,50.3,7.7,33,10.4893461,19.77604167
38,26.1,7.4125,34,17.84638962,12.59257952
39,25.5,6.5,22.5,14.15257649,19.0625
38,23.6,7,26,15.74929549,24
43,28,10.625,18.5,13.28703704,23.03577899
52,37.5,9.1,39.5,11.99074074,25.51041667
50,43.9,18.55,39.5,3.875878349,23.83333333
59,38,16.9875,92.5,23.73403418,30.03314394
62,50.4,15.1,83,25.5839372,25.22712862
56,36.8,8.2,38.5,13.125,24.97916667
51,33.6,14.21428571,36.16666667,8.972222222,34.86458333
49,37.5,10.3,35,14.37896825,24.26041667
43,31,19.9,59,4.347222222,41.34077381
48,31.1,13.5875,75.5,5.632850242,35.53645833
56,43.3,23.5,84.5,6.932971015,41.51947464
45,37.9,15.8,42,9.625,26.34103261
40,29.8,14.7,32,5.652777778,27.83333333
49,33.4,10.1,40,14.05555556,17.27083333
43,32.5,6,15.5,19.45833333,19.71875
42,32.3,20.0375,44.5,4.055555556,34.21875
52,33.4,15.9,78.5,7.972222222,32.03020833
57,49.1,38.9,95,9.178140097,38.56315559
61,53.5,39.5125,59.66666667,11.11111111,31.74094203
50,47,27.05,46.5,8.259057971,24.65625
52,47.4,33.4,73,2.833333333,29.63020833
56,51.7,38.075,62,5.652777778,25.109375
46,33.9,10.7,28,11.52958937,23.16071429
36,23.2,6.7,29,7.5,26.22222222
44,29.7,11.5,29.6,4.791666667,26.17210145
48,30.3,10.8,35.5,9.486111111,22.43719807
52,39.9,15.3,34.5,12.32828283,26.82070707
57,51.5,10.14285714,27,19.17330918,15.27672101
46,38.5,4.4,12,9.013888889,11.0625
43,40.4,17.7,35.5,6.269323672,21.72916667
44,37.6,13.8375,21.16666667,4.916666667,18.80208333
39,34.3,19.1,23.5,2.974747475,19.18115942
42,40.1,5,12.5,2.986111111,17.33854167
45,42.5,6.1,13,1.236111111,16.47679924
36,32.8,19,33.5,7.402777778,18.44791667
39,35.4,16.75,29,6.861111111,24.83333333
49,42.9,20.1375,28.66666667,5.627415459,32.22693452
58,51.1,14.3,58,6.956521739,28.26041667
56,50.1,19.6,81.5,22.86111111,21.17708333
44,30.9,9.8125,33,8.555555556,27.12878788
41,34.1,12.9,23.5,11.11868687,24.47916667
39,32.7,21.1,31.5,10.73611111,24.44791667
31,21.9,19.8125,23.16666667,5.638888889,26.375
39,23.1,22.35,51,3.902777778,33.99479167
36,26.9,29.1,55,3.077294686,38.49343297
43,40.9,27.2,51.5,1.722222222,30.19981061
39,36.6,15,19,2.963383838,22.32291667
35,32.1,27.5,36.5,2.285024155,26.078125
35,34.6,22.54285714,25.8,4.236111111,27.77083333
42,41.8,17.6,20,2.569444444,25.41145833
40,38.5,14.8,17,3.042270531,21.46875
39,32.3,19.7375,50.5,3.742753623,26.56669016
36,25.6,10.7,22.5,8.664251208,24.38541667
33,18.8,9.9,30,5.972222222,29.46759717
31,20,18.1875,39,3.541666667,36.51388889
41,34.4,11,24,10.73128019,24.24516908
27,18,9.8,46,17.13405797,10.125
18,12,7.8,34,19.51388889,14.01388889
17,8.3,10.2,23.5,15.25,15.80555556
14,8.1,11.6,41.5,8.77278217,19.875
23,17.1,15.3125,28,11.90277778,18.81944444
21,12.1,12.1,37,14.27777778,22.61775362
14,4.1,8.2,32,17.56944444,18.14583333
13,4.8,11.525,27.5,15.06944444,15.47916667
14,3.7,17.4,31,11.19191919,22.04722222
18,6,16,51.5,5.708333333,30.86458333
21,11.9,25.78571429,49.6,3.694444444,41.875
20,11.3,20.1,50,5.847826087,35.73505435
28,17.5,16,71,8.407004831,24.01177536
32,25.9,20.0875,40,4.305555556,21.70833333
29,22.6,13.3,26.5,11.375,19.52083333
22,12.4,10.1,24,9.233695652,25.31642316
31,22,14.7625,24.6,6.027777778,23.03125
47,33.7,11.4,29.5,3.972222222,22.02210968
39,30.9,13.15,23,5.721014493,27.21875
38,27,12.125,19.5,10.625,21.80208333
35,24.7,10.4,16.5,10.375,20.77083333
33,22.7,8.9,19.5,7.541666667,22.10416667
35,30.8,16.8,19.33333333,3.680555556,21.55505952
32,23.6,18.6,17,10.27717391,18.51041667
29,23.5,15.45,22.5,5.027777778,24.53684947
19,14.4,17.9375,21.5,8.082070707,25.35416667
16,6.5,16.1,28.5,6.833333333,30.15625
20,12.4,19.5,30,7.736111111,30.61458333
29,22.8,20.7125,22.83333333,13.41666667,17.97916667
31,25.7,18.5,24.5,9.041666667,23.70833333
44,24.7,11.7,37.5,10.36111111,27.33333333
42,39.2,18.7,38.5,8.058574879,23.13541667
36,24.2,11.8,17.5,15.26328502,21.1613554
39,20.7,8.8,30,12.10144928,22.375
44,25.6,9.475,15.66666667,14.16666667,21.69791667
